type,sequence len,errors,corrects,0
m,10,0,6.0,2
m,10,0,10.0,116
m,10,1,2.0,1
m,10,1,3.0,1
m,10,1,7.0,1
m,10,1,8.0,1
m,10,1,10.0,126
m,10,2,2.0,2
m,10,2,3.0,1
m,10,2,8.0,1
m,10,2,9.0,1
m,10,2,10.0,117
m,10,3,1.0,1
m,10,3,2.0,1
m,10,3,3.0,1
m,10,3,5.0,2
m,10,3,7.0,1
m,10,3,8.0,2
m,10,3,9.0,1
m,10,3,10.0,122
m,10,4,3.0,1
m,10,4,4.0,2
m,10,4,5.0,2
m,10,4,6.0,1
m,10,4,7.0,4
m,10,4,8.0,1
m,10,4,9.0,6
m,10,4,10.0,114
m,15,0,3.0,1
m,15,0,4.0,1
m,15,0,6.0,1
m,15,0,7.0,1
m,15,0,9.0,1
m,15,0,10.0,1
m,15,0,15.0,120
m,15,1,3.0,2
m,15,1,10.0,1
m,15,1,12.0,1
m,15,1,15.0,129
m,15,2,2.0,1
m,15,2,3.0,1
m,15,2,4.0,1
m,15,2,5.0,1
m,15,2,6.0,1
m,15,2,9.0,1
m,15,2,12.0,1
m,15,2,14.0,1
m,15,2,15.0,125
m,15,3,5.0,1
m,15,3,8.0,1
m,15,3,10.0,2
m,15,3,11.0,1
m,15,3,14.0,1
m,15,3,15.0,124
m,15,4,5.0,1
m,15,4,7.0,2
m,15,4,8.0,1
m,15,4,9.0,1
m,15,4,13.0,1
m,15,4,15.0,92
m,15,5,2.0,1
m,15,5,4.0,1
m,15,5,6.0,1
m,15,5,8.0,2
m,15,5,9.0,1
m,15,5,10.0,1
m,15,5,11.0,1
m,15,5,14.0,3
m,15,5,15.0,110
m,15,6,3.0,1
m,15,6,4.0,4
m,15,6,8.0,2
m,15,6,9.0,1
m,15,6,10.0,2
m,15,6,11.0,1
m,15,6,13.0,2
m,15,6,14.0,1
m,15,6,15.0,109
m,20,0,3.0,1
m,20,0,6.0,1
m,20,0,8.0,1
m,20,0,11.0,1
m,20,0,12.0,1
m,20,0,19.0,1
m,20,0,20.0,116
m,20,1,3.0,1
m,20,1,8.0,1
m,20,1,14.0,1
m,20,1,19.0,2
m,20,1,20.0,164
m,20,2,7.0,2
m,20,2,8.0,1
m,20,2,12.0,1
m,20,2,20.0,116
m,20,3,7.0,1
m,20,3,8.0,1
m,20,3,9.0,1
m,20,3,13.0,1
m,20,3,19.0,1
m,20,3,20.0,113
m,20,4,3.0,1
m,20,4,10.0,1
m,20,4,11.0,1
m,20,4,15.0,1
m,20,4,17.0,1
m,20,4,19.0,4
m,20,4,20.0,111
m,20,5,10.0,1
m,20,5,14.0,1
m,20,5,18.0,1
m,20,5,19.0,3
m,20,5,20.0,108
m,20,6,6.0,1
m,20,6,9.0,2
m,20,6,14.0,1
m,20,6,17.0,1
m,20,6,19.0,1
m,20,6,20.0,121
m,20,7,2.0,1
m,20,7,3.0,3
m,20,7,5.0,1
m,20,7,7.0,1
m,20,7,10.0,1
m,20,7,12.0,1
m,20,7,14.0,1
m,20,7,15.0,1
m,20,7,16.0,2
m,20,7,17.0,1
m,20,7,19.0,4
m,20,7,20.0,118
m,20,8,7.0,2
m,20,8,8.0,1
m,20,8,10.0,1
m,20,8,11.0,2
m,20,8,14.0,2
m,20,8,15.0,1
m,20,8,18.0,2
m,20,8,19.0,3
m,20,8,20.0,122
m,25,0,4.0,1
m,25,0,9.0,1
m,25,0,14.0,1
m,25,0,15.0,1
m,25,0,16.0,1
m,25,0,25.0,105
m,25,1,4.0,2
m,25,1,7.0,1
m,25,1,8.0,1
