type,sequence len,errors,corrects,0
m,20,0,19.0,2
m,20,0,20.0,129
m,20,1,6.0,1
m,20,1,9.0,1
m,20,1,11.0,1
m,20,1,12.0,1
m,20,1,15.0,1
m,20,1,19.0,1
m,20,1,20.0,125
m,20,2,5.0,1
m,20,2,8.0,1
m,20,2,10.0,1
m,20,2,11.0,1
m,20,2,19.0,2
m,20,2,20.0,126
m,20,3,7.0,1
m,20,3,8.0,1
m,20,3,12.0,1
m,20,3,16.0,1
m,20,3,18.0,2
m,20,3,20.0,118
m,20,4,1.0,1
m,20,4,4.0,1
m,20,4,6.0,1
m,20,4,7.0,1
m,20,4,8.0,1
m,20,4,11.0,2
m,20,4,18.0,1
m,20,4,19.0,2
m,20,4,20.0,130
m,20,5,1.0,1
m,20,5,9.0,1
m,20,5,10.0,1
m,20,5,14.0,1
m,20,5,16.0,2
m,20,5,19.0,6
m,20,5,20.0,116
m,20,6,3.0,1
m,20,6,16.0,1
m,20,6,19.0,3
m,20,6,20.0,97
m,20,7,3.0,1
m,20,7,4.0,1
m,20,7,6.0,1
m,20,7,7.0,1
m,20,7,14.0,1
m,20,7,16.0,1
m,20,7,18.0,1
m,20,7,19.0,6
m,20,7,20.0,101
m,20,8,4.0,1
m,20,8,5.0,1
m,20,8,6.0,2
m,20,8,8.0,1
m,20,8,9.0,2
m,20,8,11.0,1
m,20,8,16.0,1
m,20,8,18.0,2
m,20,8,19.0,5
m,20,8,20.0,101
m,25,0,3.0,1
m,25,0,9.0,1
m,25,0,14.0,1
m,25,0,15.0,1
m,25,0,20.0,1
m,25,0,25.0,123
m,25,1,3.0,1
m,25,1,4.0,1
m,25,1,12.0,1
m,25,1,13.0,2
m,25,1,17.0,3
m,25,1,18.0,1
m,25,1,19.0,1
m,25,1,24.0,1
m,25,1,25.0,118
m,25,10,2.0,1
m,25,10,3.0,1
m,25,10,4.0,1
m,25,10,5.0,1
m,25,10,9.0,1
m,25,10,12.0,1
m,25,10,17.0,3
m,25,10,18.0,1
m,25,10,22.0,1
m,25,10,23.0,3
m,25,10,24.0,12
m,25,10,25.0,94
m,25,2,3.0,1
m,25,2,9.0,1
m,25,2,10.0,1
m,25,2,11.0,1
m,25,2,14.0,1
m,25,2,16.0,1
m,25,2,18.0,1
m,25,2,19.0,1
m,25,2,25.0,111
m,25,3,3.0,2
m,25,3,7.0,1
m,25,3,9.0,1
m,25,3,19.0,1
m,25,3,20.0,1
m,25,3,22.0,1
m,25,3,24.0,2
m,25,3,25.0,113
m,25,4,3.0,1
m,25,4,10.0,1
m,25,4,11.0,1
m,25,4,12.0,1
m,25,4,13.0,1
m,25,4,14.0,1
m,25,4,19.0,1
m,25,4,24.0,4
m,25,4,25.0,129
m,25,5,1.0,1
m,25,5,3.0,1
m,25,5,5.0,1
m,25,5,8.0,1
m,25,5,12.0,1
m,25,5,13.0,1
m,25,5,15.0,1
m,25,5,20.0,1
m,25,5,24.0,4
m,25,5,25.0,110
m,25,6,3.0,1
m,25,6,7.0,1
m,25,6,8.0,1
m,25,6,9.0,2
m,25,6,13.0,1
m,25,6,21.0,1
m,25,6,24.0,3
m,25,6,25.0,107
m,25,7,2.0,1
m,25,7,3.0,1
m,25,7,4.0,1
m,25,7,7.0,1
m,25,7,13.0,1
m,25,7,21.0,1
m,25,7,23.0,1
m,25,7,24.0,6
m,25,7,25.0,122
m,25,8,10.0,1
m,25,8,12.0,1
m,25,8,14.0,1
m,25,8,16.0,2
m,25,8,17.0,1
m,25,8,19.0,1
m,25,8,20.0,1
m,25,8,23.0,2
m,25,8,24.0,2
m,25,8,25.0,97
m,25,9,4.0,1
m,25,9,5.0,1
m,25,9,10.0,1
m,25,9,16.0,1
m,25,9,18.0,1
m,25,9,19.0,1
m,25,9,20.0,1
m,25,9,21.0,3
m,25,9,23.0,3
m,25,9,24.0,3
m,25,9,25.0,98
m,30,0,16.0,1
m,30,0,25.0,1
m,30,0,28.0,1
m,30,0,30.0,132
m,30,1,6.0,1
m,30,1,7.0,1
m,30,1,10.0,1
m,30,1,14.0,2
m,30,1,15.0,1
m,30,1,18.0,1
m,30,1,19.0,1
m,30,1,23.0,1
m,30,1,26.0,1
m,30,1,29.0,1
m,30,1,30.0,120
m,30,10,1.0,1
m,30,10,4.0,1
m,30,10,10.0,1
m,30,10,28.0,1
m,30,10,29.0,4
m,30,10,30.0,112
m,30,11,1.0,1
m,30,11,5.0,2
m,30,11,7.0,2
m,30,11,17.0,1
m,30,11,21.0,1
m,30,11,25.0,2
m,30,11,29.0,1
m,30,11,30.0,101
m,30,12,1.0,1
m,30,12,3.0,3
m,30,12,4.0,1
m,30,12,5.0,1
m,30,12,10.0,1
m,30,12,19.0,1
m,30,12,27.0,3
m,30,12,28.0,2
m,30,12,29.0,5
m,30,12,30.0,106
m,30,2,8.0,1
m,30,2,10.0,1
m,30,2,13.0,1
m,30,2,17.0,1
m,30,2,23.0,1
m,30,2,29.0,2
m,30,2,30.0,118
m,30,3,3.0,1
m,30,3,4.0,3
m,30,3,8.0,1
m,30,3,9.0,1
m,30,3,10.0,1
m,30,3,11.0,1
m,30,3,15.0,1
m,30,3,21.0,1
m,30,3,25.0,1
m,30,3,27.0,1
m,30,3,30.0,118
m,30,4,7.0,2
m,30,4,11.0,1
m,30,4,12.0,1
m,30,4,16.0,1
m,30,4,17.0,1
m,30,4,23.0,1
m,30,4,27.0,1
m,30,4,29.0,1
m,30,4,30.0,113
m,30,5,6.0,1
m,30,5,8.0,1
m,30,5,10.0,1
m,30,5,16.0,1
m,30,5,21.0,1
m,30,5,25.0,1
m,30,5,28.0,1
m,30,5,30.0,100
m,30,6,9.0,2
m,30,6,13.0,1
m,30,6,21.0,1
m,30,6,26.0,1
m,30,6,29.0,3
m,30,6,30.0,115
m,30,7,7.0,1
m,30,7,13.0,2
m,30,7,14.0,1
m,30,7,15.0,1
m,30,7,18.0,1
m,30,7,24.0,1
m,30,7,26.0,1
m,30,7,29.0,2
m,30,7,30.0,105
m,30,8,2.0,1
m,30,8,3.0,1
m,30,8,9.0,2
m,30,8,11.0,1
m,30,8,12.0,2
m,30,8,13.0,1
m,30,8,16.0,1
m,30,8,18.0,2
m,30,8,26.0,1
m,30,8,27.0,1
m,30,8,28.0,2
m,30,8,29.0,6
m,30,8,30.0,125
m,30,9,6.0,1
m,30,9,9.0,1
m,30,9,12.0,1
m,30,9,19.0,1
m,30,9,25.0,2
m,30,9,27.0,2
m,30,9,28.0,1
m,30,9,29.0,5
m,30,9,30.0,110
m,35,0,9.0,1
m,35,0,16.0,2
m,35,0,17.0,1
m,35,0,20.0,1
m,35,0,21.0,1
m,35,0,26.0,2
m,35,0,28.0,1
m,35,0,34.0,1
m,35,0,35.0,118
m,35,1,4.0,1
m,35,1,11.0,1
m,35,1,13.0,1
m,35,1,26.0,1
m,35,1,35.0,105
m,35,10,2.0,1
m,35,10,8.0,1
m,35,10,9.0,1
m,35,10,10.0,1
m,35,10,11.0,1
m,35,10,18.0,2
m,35,10,20.0,1
m,35,10,33.0,1
m,35,10,34.0,6
m,35,10,35.0,107
m,35,11,4.0,1
m,35,11,9.0,1
m,35,11,14.0,1
m,35,11,26.0,1
m,35,11,34.0,8
m,35,11,35.0,94
m,35,12,4.0,2
m,35,12,8.0,3
m,35,12,11.0,1
m,35,12,18.0,1
m,35,12,21.0,1
m,35,12,25.0,1
m,35,12,33.0,2
m,35,12,34.0,2
m,35,12,35.0,120
m,35,13,2.0,1
m,35,13,3.0,1
m,35,13,6.0,1
m,35,13,7.0,2
m,35,13,9.0,1
m,35,13,10.0,1
m,35,13,12.0,2
m,35,13,33.0,1
m,35,13,34.0,7
m,35,13,35.0,104
m,35,14,2.0,1
m,35,14,4.0,1
m,35,14,8.0,1
m,35,14,13.0,1
m,35,14,14.0,1
m,35,14,17.0,1
m,35,14,20.0,2
m,35,14,23.0,1
m,35,14,26.0,1
m,35,14,29.0,1
m,35,14,30.0,1
m,35,14,31.0,1
m,35,14,34.0,5
m,35,14,35.0,90
m,35,2,2.0,1
m,35,2,5.0,1
m,35,2,7.0,1
m,35,2,8.0,1
m,35,2,10.0,1
m,35,2,16.0,1
m,35,2,19.0,1
m,35,2,35.0,113
m,35,3,2.0,1
m,35,3,5.0,1
m,35,3,9.0,1
m,35,3,11.0,1
m,35,3,12.0,1
m,35,3,16.0,1
m,35,3,25.0,1
m,35,3,27.0,1
m,35,3,31.0,1
m,35,3,34.0,3
m,35,3,35.0,106
m,35,4,2.0,1
m,35,4,7.0,1
m,35,4,8.0,2
m,35,4,10.0,1
m,35,4,12.0,1
m,35,4,15.0,1
m,35,4,17.0,1
m,35,4,18.0,1
m,35,4,19.0,1
m,35,4,20.0,1
m,35,4,23.0,1
m,35,4,30.0,2
m,35,4,35.0,113
m,35,5,5.0,1
m,35,5,7.0,2
m,35,5,8.0,1
m,35,5,13.0,1
m,35,5,16.0,1
m,35,5,17.0,1
m,35,5,27.0,2
m,35,5,33.0,1
m,35,5,34.0,1
m,35,5,35.0,135
m,35,6,3.0,1
m,35,6,4.0,1
m,35,6,7.0,1
m,35,6,19.0,1
m,35,6,23.0,1
m,35,6,27.0,2
m,35,6,30.0,1
m,35,6,34.0,2
m,35,6,35.0,121
m,35,7,4.0,1
m,35,7,9.0,2
m,35,7,17.0,2
m,35,7,21.0,1
m,35,7,34.0,1
m,35,7,35.0,105
m,35,8,4.0,1
m,35,8,6.0,1
m,35,8,8.0,1
m,35,8,9.0,1
m,35,8,11.0,1
m,35,8,12.0,1
m,35,8,16.0,1
m,35,8,24.0,2
m,35,8,25.0,1
m,35,8,28.0,1
m,35,8,31.0,1
m,35,8,32.0,2
m,35,8,34.0,3
m,35,8,35.0,114
m,35,9,8.0,1
m,35,9,10.0,2
m,35,9,22.0,1
m,35,9,24.0,1
m,35,9,25.0,1
m,35,9,34.0,5
m,35,9,35.0,110
m,40,0,5.0,1
m,40,0,10.0,2
m,40,0,13.0,1
m,40,0,14.0,1
m,40,0,23.0,1
m,40,0,31.0,2
m,40,0,39.0,104
m,40,1,3.0,1
m,40,1,6.0,1
m,40,1,11.0,1
m,40,1,14.0,1
m,40,1,17.0,1
m,40,1,24.0,1
m,40,1,34.0,1
m,40,1,38.0,2
m,40,1,39.0,133
m,40,10,3.0,1
m,40,10,16.0,1
m,40,10,21.0,1
m,40,10,24.0,1
m,40,10,31.0,2
m,40,10,32.0,1
m,40,10,35.0,1
m,40,10,38.0,4
m,40,10,39.0,98
m,40,11,4.0,1
m,40,11,6.0,1
m,40,11,7.0,1
m,40,11,12.0,1
m,40,11,13.0,1
m,40,11,22.0,1
m,40,11,29.0,3
m,40,11,30.0,1
m,40,11,31.0,2
m,40,11,34.0,1
m,40,11,35.0,2
m,40,11,36.0,1
m,40,11,37.0,2
m,40,11,38.0,4
m,40,11,39.0,106
m,40,12,2.0,1
m,40,12,3.0,1
m,40,12,4.0,1
m,40,12,5.0,1
m,40,12,6.0,1
m,40,12,9.0,2
m,40,12,15.0,1
m,40,12,19.0,2
m,40,12,21.0,1
m,40,12,25.0,1
m,40,12,26.0,2
m,40,12,38.0,2
m,40,12,39.0,116
m,40,13,4.0,1
m,40,13,5.0,1
m,40,13,6.0,1
m,40,13,10.0,1
m,40,13,11.0,1
m,40,13,17.0,1
m,40,13,21.0,1
m,40,13,24.0,1
m,40,13,29.0,1
m,40,13,31.0,1
m,40,13,34.0,2
m,40,13,35.0,1
m,40,13,38.0,3
m,40,13,39.0,103
m,40,14,4.0,1
m,40,14,5.0,1
m,40,14,12.0,2
m,40,14,13.0,2
m,40,14,15.0,1
m,40,14,16.0,1
m,40,14,19.0,2
m,40,14,27.0,1
m,40,14,29.0,1
m,40,14,34.0,1
m,40,14,35.0,2
m,40,14,37.0,1
m,40,14,38.0,5
m,40,14,39.0,116
m,40,15,1.0,1
m,40,15,4.0,1
m,40,15,12.0,2
m,40,15,15.0,1
m,40,15,16.0,1
m,40,15,18.0,1
m,40,15,23.0,1
m,40,15,24.0,1
m,40,15,28.0,1
m,40,15,29.0,1
m,40,15,32.0,1
m,40,15,36.0,2
m,40,15,37.0,1
m,40,15,38.0,7
m,40,15,39.0,111
m,40,16,4.0,1
m,40,16,7.0,1
m,40,16,9.0,1
m,40,16,11.0,1
m,40,16,12.0,1
m,40,16,13.0,1
m,40,16,14.0,1
m,40,16,18.0,1
m,40,16,20.0,1
m,40,16,26.0,1
m,40,16,32.0,1
m,40,16,33.0,1
m,40,16,36.0,1
m,40,16,38.0,3
m,40,16,39.0,106
m,40,2,11.0,1
m,40,2,13.0,1
m,40,2,14.0,1
m,40,2,15.0,2
m,40,2,19.0,1
m,40,2,23.0,1
m,40,2,31.0,2
m,40,2,36.0,2
m,40,2,37.0,1
m,40,2,38.0,1
m,40,2,39.0,105
m,40,3,2.0,1
m,40,3,5.0,2
m,40,3,7.0,1
m,40,3,9.0,1
m,40,3,19.0,1
m,40,3,20.0,1
m,40,3,22.0,2
m,40,3,26.0,1
m,40,3,27.0,2
m,40,3,28.0,1
m,40,3,32.0,1
m,40,3,36.0,1
m,40,3,38.0,1
m,40,3,39.0,111
m,40,4,5.0,1
m,40,4,11.0,1
m,40,4,12.0,1
m,40,4,16.0,1
m,40,4,20.0,1
m,40,4,32.0,1
m,40,4,35.0,1
m,40,4,39.0,122
m,40,5,3.0,1
m,40,5,5.0,1
m,40,5,9.0,1
m,40,5,10.0,1
m,40,5,11.0,2
m,40,5,14.0,1
m,40,5,18.0,2
m,40,5,22.0,1
m,40,5,24.0,1
m,40,5,27.0,1
m,40,5,30.0,3
m,40,5,31.0,1
m,40,5,35.0,1
m,40,5,36.0,1
m,40,5,37.0,1
m,40,5,38.0,1
m,40,5,39.0,107
m,40,6,4.0,1
m,40,6,10.0,1
m,40,6,12.0,1
m,40,6,13.0,2
m,40,6,17.0,1
m,40,6,18.0,1
m,40,6,21.0,1
m,40,6,27.0,1
m,40,6,28.0,1
m,40,6,30.0,1
m,40,6,39.0,126
m,40,7,4.0,1
m,40,7,5.0,1
m,40,7,7.0,1
m,40,7,9.0,1
m,40,7,12.0,1
m,40,7,17.0,1
m,40,7,30.0,2
m,40,7,31.0,2
m,40,7,33.0,1
m,40,7,34.0,2
m,40,7,38.0,1
m,40,7,39.0,109
m,40,8,2.0,1
m,40,8,4.0,1
m,40,8,7.0,1
m,40,8,8.0,2
m,40,8,21.0,1
m,40,8,23.0,1
m,40,8,24.0,1
m,40,8,28.0,1
m,40,8,30.0,1
m,40,8,31.0,1
m,40,8,32.0,1
m,40,8,34.0,1
m,40,8,39.0,98
m,40,9,5.0,1
m,40,9,8.0,1
m,40,9,10.0,1
m,40,9,12.0,2
m,40,9,13.0,1
m,40,9,15.0,1
m,40,9,18.0,1
m,40,9,19.0,1
m,40,9,24.0,1
m,40,9,26.0,2
m,40,9,38.0,3
m,40,9,39.0,109
m,5,0,3.0,1
m,5,0,5.0,122
m,5,1,1.0,1
m,5,1,2.0,2
m,5,1,3.0,2
m,5,1,4.0,3
m,5,1,5.0,115
m,5,2,1.0,1
m,5,2,2.0,3
m,5,2,3.0,5
m,5,2,4.0,4
m,5,2,5.0,107
