type,sequence len,errors,corrects,0
m,30,2,9.0,1
m,30,2,15.0,2
m,30,2,17.0,1
m,30,2,19.0,2
m,30,2,21.0,1
m,30,2,22.0,2
m,30,2,23.0,1
m,30,2,29.0,1
m,30,2,30.0,116
m,30,3,16.0,1
m,30,3,18.0,1
m,30,3,29.0,2
m,30,3,30.0,107
m,30,4,1.0,1
m,30,4,3.0,1
m,30,4,9.0,2
m,30,4,11.0,1
m,30,4,12.0,1
m,30,4,17.0,1
m,30,4,19.0,2
m,30,4,22.0,1
m,30,4,25.0,2
m,30,4,28.0,1
m,30,4,29.0,1
m,30,4,30.0,111
m,30,5,5.0,1
m,30,5,7.0,1
m,30,5,10.0,1
m,30,5,11.0,1
m,30,5,13.0,1
m,30,5,14.0,1
m,30,5,15.0,1
m,30,5,16.0,3
m,30,5,17.0,1
m,30,5,21.0,1
m,30,5,23.0,1
m,30,5,25.0,1
m,30,5,29.0,4
m,30,5,30.0,100
m,30,6,7.0,1
m,30,6,8.0,1
m,30,6,10.0,1
m,30,6,16.0,1
m,30,6,22.0,1
m,30,6,23.0,2
m,30,6,25.0,1
m,30,6,27.0,1
m,30,6,28.0,1
m,30,6,29.0,1
m,30,6,30.0,106
m,30,7,3.0,1
m,30,7,5.0,1
m,30,7,8.0,1
m,30,7,13.0,1
m,30,7,18.0,1
m,30,7,22.0,1
m,30,7,24.0,1
m,30,7,25.0,1
m,30,7,26.0,1
m,30,7,27.0,2
m,30,7,28.0,1
m,30,7,29.0,4
m,30,7,30.0,108
m,30,8,2.0,1
m,30,8,6.0,1
m,30,8,12.0,1
m,30,8,15.0,1
m,30,8,22.0,1
m,30,8,23.0,1
m,30,8,29.0,5
m,30,8,30.0,105
m,30,9,1.0,1
m,30,9,9.0,1
m,30,9,22.0,2
m,30,9,27.0,1
m,30,9,28.0,1
m,30,9,29.0,6
m,30,9,30.0,113
m,35,0,9.0,1
m,35,0,13.0,1
m,35,0,16.0,1
m,35,0,19.0,1
m,35,0,28.0,1
m,35,0,29.0,1
m,35,0,32.0,1
m,35,0,33.0,2
m,35,0,35.0,115
m,35,1,5.0,1
m,35,1,8.0,3
m,35,1,13.0,1
m,35,1,20.0,2
m,35,1,21.0,2
m,35,1,22.0,1
m,35,1,24.0,1
m,35,1,25.0,1
m,35,1,27.0,1
m,35,1,30.0,1
m,35,1,34.0,1
m,35,1,35.0,127
m,35,10,7.0,1
m,35,10,12.0,1
m,35,10,13.0,1
m,35,10,16.0,1
m,35,10,27.0,1
m,35,10,30.0,1
m,35,10,31.0,1
m,35,10,32.0,1
m,35,10,33.0,1
m,35,10,35.0,98
m,35,11,2.0,1
m,35,11,4.0,1
m,35,11,11.0,3
m,35,11,13.0,1
m,35,11,16.0,1
m,35,11,20.0,2
m,35,11,27.0,1
m,35,11,33.0,1
m,35,11,34.0,5
m,35,11,35.0,84
m,35,12,2.0,2
m,35,12,7.0,2
m,35,12,8.0,1
m,35,12,12.0,2
m,35,12,13.0,1
m,35,12,22.0,1
m,35,12,23.0,1
m,35,12,24.0,1
m,35,12,26.0,2
m,35,12,27.0,1
m,35,12,28.0,1
m,35,12,30.0,1
m,35,12,31.0,2
m,35,12,32.0,1
m,35,12,33.0,1
m,35,12,34.0,2
m,35,12,35.0,93
m,35,13,4.0,1
m,35,13,6.0,1
m,35,13,22.0,1
m,35,13,25.0,1
m,35,13,26.0,1
m,35,13,30.0,1
m,35,13,31.0,1
m,35,13,32.0,2
m,35,13,34.0,4
m,35,13,35.0,117
m,35,14,3.0,1
m,35,14,5.0,1
m,35,14,6.0,1
m,35,14,9.0,2
m,35,14,12.0,1
m,35,14,14.0,1
m,35,14,24.0,1
m,35,14,26.0,1
m,35,14,28.0,1
m,35,14,29.0,1
m,35,14,33.0,3
m,35,14,34.0,5
m,35,14,35.0,118
m,35,2,1.0,1
m,35,2,4.0,2
m,35,2,12.0,1
m,35,2,16.0,1
m,35,2,23.0,1
m,35,2,31.0,1
m,35,2,34.0,2
m,35,2,35.0,124
m,35,3,5.0,1
m,35,3,13.0,1
m,35,3,16.0,1
m,35,3,17.0,1
m,35,3,20.0,2
m,35,3,23.0,1
m,35,3,24.0,1
m,35,3,30.0,1
m,35,3,34.0,1
m,35,3,35.0,140
m,35,4,4.0,2
m,35,4,5.0,1
m,35,4,10.0,1
m,35,4,15.0,1
m,35,4,20.0,1
m,35,4,22.0,2
m,35,4,29.0,1
m,35,4,34.0,2
m,35,4,35.0,113
m,35,5,2.0,1
m,35,5,7.0,1
m,35,5,8.0,1
m,35,5,9.0,1
m,35,5,17.0,1
m,35,5,21.0,2
m,35,5,22.0,1
m,35,5,23.0,2
m,35,5,24.0,1
m,35,5,30.0,1
m,35,5,34.0,3
m,35,5,35.0,110
m,35,6,11.0,1
m,35,6,13.0,2
m,35,6,15.0,1
m,35,6,19.0,1
m,35,6,21.0,2
m,35,6,27.0,2
m,35,6,28.0,1
m,35,6,29.0,1
m,35,6,31.0,1
m,35,6,34.0,2
m,35,6,35.0,110
m,35,7,5.0,1
m,35,7,10.0,2
m,35,7,14.0,1
m,35,7,18.0,1
m,35,7,19.0,1
m,35,7,20.0,1
m,35,7,23.0,2
m,35,7,24.0,1
m,35,7,30.0,2
m,35,7,34.0,5
m,35,7,35.0,118
m,35,8,4.0,1
m,35,8,7.0,1
m,35,8,8.0,1
m,35,8,13.0,1
m,35,8,20.0,1
m,35,8,23.0,1
m,35,8,24.0,1
m,35,8,25.0,1
m,35,8,29.0,1
m,35,8,32.0,1
m,35,8,34.0,5
m,35,8,35.0,103
m,35,9,5.0,1
m,35,9,7.0,1
m,35,9,8.0,2
m,35,9,22.0,1
m,35,9,24.0,1
m,35,9,28.0,1
m,35,9,29.0,1
m,35,9,32.0,1
m,35,9,34.0,3
m,35,9,35.0,94
m,40,0,3.0,1
m,40,0,9.0,2
m,40,0,11.0,1
m,40,0,12.0,1
m,40,0,15.0,1
m,40,0,17.0,2
m,40,0,21.0,1
m,40,0,25.0,1
m,40,0,29.0,1
m,40,0,30.0,1
m,40,0,31.0,1
m,40,0,33.0,1
m,40,0,34.0,1
m,40,0,38.0,2
m,40,0,39.0,100
m,40,1,8.0,1
m,40,1,10.0,1
m,40,1,11.0,1
m,40,1,17.0,1
m,40,1,22.0,1
m,40,1,29.0,1
m,40,1,31.0,2
m,40,1,35.0,1
m,40,1,38.0,1
m,40,1,39.0,92
m,40,10,10.0,2
m,40,10,15.0,1
m,40,10,20.0,1
m,40,10,23.0,1
m,40,10,34.0,1
m,40,10,38.0,5
m,40,10,39.0,87
m,40,11,4.0,1
m,40,11,5.0,1
m,40,11,7.0,1
m,40,11,11.0,1
m,40,11,12.0,1
m,40,11,13.0,1
m,40,11,14.0,1
m,40,11,17.0,2
m,40,11,19.0,1
m,40,11,23.0,3
m,40,11,28.0,1
m,40,11,29.0,1
m,40,11,35.0,1
m,40,11,38.0,4
m,40,11,39.0,118
m,40,12,4.0,1
m,40,12,5.0,1
m,40,12,8.0,1
m,40,12,9.0,1
m,40,12,17.0,1
m,40,12,19.0,1
m,40,12,23.0,2
m,40,12,26.0,1
m,40,12,27.0,1
m,40,12,32.0,1
m,40,12,38.0,1
m,40,12,39.0,126
m,40,13,5.0,2
m,40,13,14.0,1
m,40,13,16.0,1
m,40,13,17.0,1
m,40,13,22.0,1
m,40,13,31.0,1
m,40,13,33.0,1
m,40,13,35.0,1
m,40,13,38.0,6
m,40,13,39.0,102
m,40,14,5.0,1
m,40,14,8.0,1
m,40,14,12.0,1
m,40,14,14.0,3
m,40,14,15.0,1
m,40,14,20.0,1
m,40,14,27.0,2
m,40,14,28.0,2
m,40,14,34.0,2
m,40,14,35.0,1
m,40,14,37.0,1
m,40,14,38.0,5
m,40,14,39.0,112
m,40,15,5.0,1
m,40,15,9.0,1
m,40,15,15.0,2
m,40,15,27.0,2
m,40,15,33.0,1
m,40,15,34.0,1
m,40,15,35.0,1
m,40,15,38.0,3
m,40,15,39.0,99
m,40,16,6.0,1
m,40,16,10.0,1
m,40,16,14.0,2
m,40,16,15.0,1
m,40,16,17.0,2
m,40,16,20.0,1
m,40,16,21.0,1
m,40,16,22.0,3
m,40,16,23.0,1
m,40,16,24.0,1
m,40,16,28.0,1
m,40,16,30.0,1
m,40,16,34.0,1
m,40,16,36.0,1
m,40,16,38.0,6
m,40,16,39.0,122
m,40,2,3.0,2
m,40,2,4.0,1
m,40,2,25.0,1
m,40,2,27.0,2
m,40,2,29.0,1
m,40,2,34.0,1
m,40,2,35.0,1
m,40,2,39.0,131
m,40,3,5.0,1
m,40,3,11.0,1
m,40,3,12.0,1
m,40,3,14.0,2
m,40,3,17.0,1
m,40,3,18.0,2
m,40,3,27.0,1
m,40,3,30.0,1
m,40,3,34.0,1
m,40,3,35.0,2
m,40,3,38.0,1
m,40,3,39.0,125
m,40,4,12.0,1
m,40,4,13.0,2
m,40,4,15.0,2
m,40,4,17.0,1
m,40,4,22.0,2
m,40,4,23.0,1
m,40,4,26.0,1
m,40,4,27.0,1
m,40,4,31.0,1
m,40,4,33.0,1
m,40,4,34.0,2
m,40,4,38.0,3
m,40,4,39.0,125
m,40,5,5.0,1
m,40,5,17.0,1
m,40,5,19.0,1
m,40,5,25.0,1
m,40,5,32.0,1
m,40,5,35.0,2
m,40,5,38.0,2
m,40,5,39.0,116
m,40,6,9.0,1
m,40,6,10.0,2
m,40,6,11.0,1
m,40,6,12.0,2
m,40,6,14.0,1
m,40,6,16.0,1
m,40,6,18.0,3
m,40,6,19.0,1
m,40,6,21.0,3
m,40,6,27.0,1
m,40,6,29.0,1
m,40,6,31.0,1
m,40,6,33.0,1
m,40,6,38.0,2
m,40,6,39.0,115
m,40,7,4.0,1
m,40,7,10.0,1
m,40,7,13.0,1
m,40,7,17.0,1
m,40,7,22.0,1
m,40,7,24.0,2
m,40,7,25.0,1
m,40,7,27.0,1
m,40,7,28.0,1
m,40,7,30.0,1
m,40,7,34.0,1
m,40,7,38.0,3
m,40,7,39.0,100
m,40,8,3.0,1
m,40,8,4.0,1
m,40,8,5.0,1
m,40,8,8.0,1
m,40,8,11.0,1
m,40,8,13.0,1
m,40,8,18.0,1
m,40,8,20.0,1
m,40,8,23.0,1
m,40,8,25.0,1
m,40,8,29.0,2
m,40,8,30.0,1
m,40,8,32.0,1
m,40,8,34.0,1
m,40,8,37.0,1
m,40,8,39.0,134
m,40,9,1.0,1
m,40,9,5.0,1
m,40,9,6.0,2
m,40,9,7.0,1
m,40,9,12.0,1
m,40,9,14.0,1
m,40,9,18.0,1
m,40,9,19.0,1
m,40,9,22.0,1
m,40,9,34.0,1
m,40,9,37.0,2
m,40,9,38.0,3
m,40,9,39.0,128
m,5,0,5.0,120
m,5,1,2.0,1
m,5,1,3.0,3
m,5,1,4.0,3
m,5,1,5.0,119
m,5,2,1.0,1
m,5,2,2.0,1
m,5,2,3.0,6
m,5,2,4.0,8
m,5,2,5.0,111
