type,sequence len,errors,corrects,0
m,20,4,4.0,1
m,20,4,7.0,1
m,20,4,8.0,1
m,20,4,11.0,1
m,20,4,12.0,1
m,20,4,13.0,1
m,20,4,19.0,2
m,20,4,20.0,116
m,20,5,1.0,1
m,20,5,3.0,2
m,20,5,4.0,1
m,20,5,5.0,1
m,20,5,7.0,1
m,20,5,14.0,1
m,20,5,16.0,1
m,20,5,17.0,1
m,20,5,18.0,2
m,20,5,19.0,4
m,20,5,20.0,110
m,20,6,5.0,1
m,20,6,8.0,1
m,20,6,12.0,1
m,20,6,13.0,1
m,20,6,16.0,1
m,20,6,18.0,1
m,20,6,19.0,5
m,20,6,20.0,107
m,20,7,1.0,1
m,20,7,4.0,3
m,20,7,6.0,1
m,20,7,9.0,1
m,20,7,10.0,1
m,20,7,11.0,1
m,20,7,16.0,1
m,20,7,17.0,1
m,20,7,18.0,3
m,20,7,19.0,2
m,20,7,20.0,119
m,20,8,3.0,2
m,20,8,4.0,2
m,20,8,6.0,1
m,20,8,13.0,1
m,20,8,16.0,2
m,20,8,19.0,4
m,20,8,20.0,132
m,25,0,3.0,1
m,25,0,9.0,1
m,25,0,11.0,1
m,25,0,20.0,1
m,25,0,25.0,111
m,25,1,3.0,2
m,25,1,8.0,1
m,25,1,20.0,2
m,25,1,25.0,117
m,25,10,3.0,1
m,25,10,4.0,1
m,25,10,13.0,2
m,25,10,16.0,1
m,25,10,18.0,1
m,25,10,21.0,1
m,25,10,23.0,1
m,25,10,24.0,5
m,25,10,25.0,112
m,25,2,1.0,2
m,25,2,4.0,1
m,25,2,6.0,1
m,25,2,9.0,1
m,25,2,11.0,2
m,25,2,17.0,2
m,25,2,18.0,1
m,25,2,20.0,1
m,25,2,21.0,1
m,25,2,24.0,3
m,25,2,25.0,116
m,25,3,3.0,1
m,25,3,6.0,1
m,25,3,9.0,1
m,25,3,11.0,1
m,25,3,12.0,1
m,25,3,17.0,1
m,25,3,18.0,2
m,25,3,20.0,1
m,25,3,24.0,2
m,25,3,25.0,144
m,25,4,7.0,1
m,25,4,9.0,1
m,25,4,15.0,1
m,25,4,17.0,1
m,25,4,18.0,1
m,25,4,21.0,2
m,25,4,24.0,2
m,25,4,25.0,111
m,25,5,4.0,2
m,25,5,9.0,1
m,25,5,23.0,1
m,25,5,24.0,3
m,25,5,25.0,127
m,25,6,7.0,1
m,25,6,8.0,1
m,25,6,11.0,1
m,25,6,12.0,2
m,25,6,13.0,1
m,25,6,14.0,1
m,25,6,17.0,1
m,25,6,19.0,1
m,25,6,20.0,1
m,25,6,21.0,1
m,25,6,23.0,1
m,25,6,24.0,3
m,25,6,25.0,103
m,25,7,4.0,1
m,25,7,7.0,1
m,25,7,8.0,1
m,25,7,10.0,1
m,25,7,13.0,3
m,25,7,17.0,1
m,25,7,19.0,1
m,25,7,20.0,1
m,25,7,21.0,1
m,25,7,22.0,1
m,25,7,23.0,1
m,25,7,24.0,4
m,25,7,25.0,116
m,25,8,4.0,1
m,25,8,6.0,1
m,25,8,12.0,3
m,25,8,14.0,3
m,25,8,17.0,2
m,25,8,18.0,2
m,25,8,23.0,1
m,25,8,24.0,2
m,25,8,25.0,109
m,25,9,2.0,2
m,25,9,8.0,1
m,25,9,10.0,2
m,25,9,16.0,1
m,25,9,18.0,1
m,25,9,24.0,4
m,25,9,25.0,103
m,30,0,8.0,1
m,30,0,12.0,1
m,30,0,18.0,1
m,30,0,20.0,1
m,30,0,22.0,1
m,30,0,23.0,1
m,30,0,30.0,108
m,30,1,4.0,2
m,30,1,7.0,1
m,30,1,8.0,1
m,30,1,10.0,1
m,30,1,12.0,1
m,30,1,14.0,1
m,30,1,16.0,1
m,30,1,24.0,1
m,30,1,25.0,1
m,30,1,26.0,1
m,30,1,30.0,121
m,30,10,6.0,1
m,30,10,10.0,1
m,30,10,17.0,1
m,30,10,18.0,2
m,30,10,19.0,2
m,30,10,22.0,1
m,30,10,24.0,1
m,30,10,25.0,1
m,30,10,26.0,1
m,30,10,27.0,1
m,30,10,28.0,1
m,30,10,29.0,4
m,30,10,30.0,102
m,30,11,3.0,1
m,30,11,4.0,1
m,30,11,5.0,1
m,30,11,10.0,1
m,30,11,11.0,1
m,30,11,17.0,1
m,30,11,25.0,1
m,30,11,26.0,1
m,30,11,28.0,1
m,30,11,29.0,2
m,30,11,30.0,108
m,30,12,1.0,1
m,30,12,4.0,1
m,30,12,6.0,1
m,30,12,10.0,1
m,30,12,11.0,1
m,30,12,12.0,2
m,30,12,14.0,2
m,30,12,15.0,1
m,30,12,17.0,1
m,30,12,18.0,1
m,30,12,19.0,2
m,30,12,22.0,1
m,30,12,24.0,1
m,30,12,25.0,2
m,30,12,28.0,1
m,30,12,29.0,5
m,30,12,30.0,104
m,30,2,4.0,1
m,30,2,8.0,2
m,30,2,16.0,1
m,30,2,18.0,1
m,30,2,22.0,1
m,30,2,25.0,1
m,30,2,27.0,1
m,30,2,28.0,2
m,30,2,29.0,1
m,30,2,30.0,112
m,30,3,4.0,1
m,30,3,7.0,3
m,30,3,9.0,1
m,30,3,12.0,1
m,30,3,14.0,1
m,30,3,17.0,1
m,30,3,24.0,1
m,30,3,29.0,2
m,30,3,30.0,113
m,30,4,1.0,1
m,30,4,4.0,1
m,30,4,14.0,1
m,30,4,18.0,1
m,30,4,22.0,1
m,30,4,24.0,1
m,30,4,29.0,1
m,30,4,30.0,133
m,30,5,8.0,2
m,30,5,9.0,1
m,30,5,11.0,1
m,30,5,13.0,1
m,30,5,29.0,1
m,30,5,30.0,101
m,30,6,8.0,1
m,30,6,15.0,1
m,30,6,16.0,1
m,30,6,22.0,1
m,30,6,28.0,1
m,30,6,29.0,2
m,30,6,30.0,132
m,30,7,5.0,2
m,30,7,11.0,1
m,30,7,13.0,1
m,30,7,15.0,1
m,30,7,25.0,1
m,30,7,28.0,1
m,30,7,29.0,9
m,30,7,30.0,119
m,30,8,4.0,1
m,30,8,7.0,1
m,30,8,14.0,1
m,30,8,21.0,1
m,30,8,24.0,1
m,30,8,29.0,5
m,30,8,30.0,116
m,30,9,3.0,1
m,30,9,7.0,1
m,30,9,12.0,1
m,30,9,19.0,1
m,30,9,24.0,1
m,30,9,25.0,1
m,30,9,26.0,1
m,30,9,28.0,1
m,30,9,29.0,1
m,30,9,30.0,125
m,35,0,5.0,1
m,35,0,9.0,2
m,35,0,10.0,1
m,35,0,11.0,1
m,35,0,13.0,1
m,35,0,16.0,1
m,35,0,17.0,1
m,35,0,19.0,2
m,35,0,27.0,1
m,35,0,30.0,1
m,35,0,33.0,1
m,35,0,35.0,117
m,35,1,2.0,1
m,35,1,9.0,1
m,35,1,10.0,1
m,35,1,11.0,2
m,35,1,13.0,1
m,35,1,18.0,1
m,35,1,19.0,1
m,35,1,23.0,1
m,35,1,35.0,102
m,35,10,5.0,1
m,35,10,10.0,1
m,35,10,14.0,1
m,35,10,17.0,1
m,35,10,20.0,1
m,35,10,24.0,1
m,35,10,26.0,1
m,35,10,30.0,1
m,35,10,32.0,2
m,35,10,33.0,2
m,35,10,34.0,3
m,35,10,35.0,89
m,35,11,2.0,1
m,35,11,6.0,2
m,35,11,7.0,1
m,35,11,8.0,1
m,35,11,12.0,1
m,35,11,16.0,1
m,35,11,18.0,1
m,35,11,19.0,1
m,35,11,21.0,1
m,35,11,24.0,1
m,35,11,25.0,2
m,35,11,26.0,1
m,35,11,34.0,3
m,35,11,35.0,95
m,35,12,4.0,1
m,35,12,7.0,1
m,35,12,8.0,1
m,35,12,9.0,1
m,35,12,15.0,1
m,35,12,17.0,1
m,35,12,18.0,1
m,35,12,23.0,1
m,35,12,24.0,2
m,35,12,26.0,1
m,35,12,27.0,1
m,35,12,31.0,1
m,35,12,33.0,2
m,35,12,34.0,3
m,35,12,35.0,110
m,35,13,4.0,1
m,35,13,5.0,1
m,35,13,9.0,1
m,35,13,12.0,1
m,35,13,19.0,1
m,35,13,20.0,1
m,35,13,28.0,1
m,35,13,32.0,2
m,35,13,33.0,1
m,35,13,34.0,7
m,35,13,35.0,109
m,35,14,4.0,1
m,35,14,17.0,1
m,35,14,21.0,1
m,35,14,22.0,1
m,35,14,26.0,1
m,35,14,29.0,1
m,35,14,31.0,1
m,35,14,32.0,2
m,35,14,33.0,1
m,35,14,34.0,1
m,35,14,35.0,106
m,35,2,9.0,1
m,35,2,10.0,1
m,35,2,15.0,2
m,35,2,27.0,2
m,35,2,28.0,2
m,35,2,30.0,1
m,35,2,31.0,1
m,35,2,33.0,1
m,35,2,35.0,121
m,35,3,5.0,1
m,35,3,8.0,1
m,35,3,10.0,1
m,35,3,11.0,1
m,35,3,14.0,1
m,35,3,22.0,1
m,35,3,31.0,1
m,35,3,34.0,1
m,35,3,35.0,116
m,35,4,4.0,1
m,35,4,11.0,1
m,35,4,12.0,1
m,35,4,14.0,1
m,35,4,16.0,1
m,35,4,17.0,2
m,35,4,18.0,1
m,35,4,19.0,1
m,35,4,23.0,1
m,35,4,27.0,1
m,35,4,32.0,1
m,35,4,34.0,2
m,35,4,35.0,111
m,35,5,3.0,1
m,35,5,7.0,1
m,35,5,14.0,1
m,35,5,15.0,1
m,35,5,19.0,1
m,35,5,20.0,1
m,35,5,22.0,2
m,35,5,24.0,2
m,35,5,27.0,1
m,35,5,28.0,1
m,35,5,30.0,1
m,35,5,31.0,1
m,35,5,34.0,1
m,35,5,35.0,102
m,35,6,10.0,1
m,35,6,12.0,1
m,35,6,13.0,1
m,35,6,15.0,1
m,35,6,18.0,1
m,35,6,21.0,1
m,35,6,22.0,1
m,35,6,24.0,1
m,35,6,27.0,1
m,35,6,28.0,1
m,35,6,34.0,4
m,35,6,35.0,104
m,35,7,2.0,1
m,35,7,4.0,1
m,35,7,5.0,2
m,35,7,14.0,1
m,35,7,16.0,1
m,35,7,19.0,1
m,35,7,24.0,1
m,35,7,25.0,1
m,35,7,32.0,1
m,35,7,34.0,9
m,35,7,35.0,124
m,35,8,2.0,1
m,35,8,10.0,2
m,35,8,13.0,1
m,35,8,15.0,1
m,35,8,16.0,1
m,35,8,17.0,2
m,35,8,18.0,1
m,35,8,25.0,1
m,35,8,30.0,1
m,35,8,31.0,2
m,35,8,32.0,1
m,35,8,33.0,1
m,35,8,34.0,1
m,35,8,35.0,117
m,35,9,4.0,1
m,35,9,7.0,1
m,35,9,8.0,2
m,35,9,11.0,2
m,35,9,19.0,1
m,35,9,20.0,1
m,35,9,32.0,2
m,35,9,33.0,1
m,35,9,34.0,4
m,35,9,35.0,107
m,40,0,2.0,2
m,40,0,10.0,1
m,40,0,13.0,1
m,40,0,15.0,1
m,40,0,18.0,1
m,40,0,23.0,1
m,40,0,25.0,1
m,40,0,26.0,1
m,40,0,29.0,1
m,40,0,30.0,1
m,40,0,34.0,1
m,40,0,39.0,116
m,40,1,2.0,1
m,40,1,11.0,1
m,40,1,13.0,1
m,40,1,16.0,1
m,40,1,21.0,1
m,40,1,24.0,1
m,40,1,26.0,1
m,40,1,29.0,1
m,40,1,31.0,1
m,40,1,38.0,1
m,40,1,39.0,112
m,40,10,3.0,1
m,40,10,4.0,2
m,40,10,5.0,1
m,40,10,6.0,1
m,40,10,7.0,2
m,40,10,8.0,2
m,40,10,10.0,1
m,40,10,14.0,2
m,40,10,16.0,1
m,40,10,17.0,1
m,40,10,18.0,1
m,40,10,19.0,1
m,40,10,32.0,3
m,40,10,33.0,1
m,40,10,34.0,1
m,40,10,38.0,2
m,40,10,39.0,99
m,40,11,3.0,1
m,40,11,7.0,1
m,40,11,9.0,2
m,40,11,11.0,1
m,40,11,18.0,2
m,40,11,33.0,1
m,40,11,34.0,1
m,40,11,35.0,1
m,40,11,38.0,4
m,40,11,39.0,125
m,40,12,14.0,1
m,40,12,23.0,1
m,40,12,28.0,1
m,40,12,32.0,1
m,40,12,38.0,6
m,40,12,39.0,112
m,40,13,4.0,1
m,40,13,6.0,1
m,40,13,7.0,1
m,40,13,9.0,1
m,40,13,11.0,1
m,40,13,12.0,2
m,40,13,15.0,1
m,40,13,19.0,1
m,40,13,23.0,1
m,40,13,25.0,1
m,40,13,28.0,2
m,40,13,32.0,1
m,40,13,33.0,1
m,40,13,34.0,1
m,40,13,35.0,1
m,40,13,37.0,1
m,40,13,38.0,9
m,40,13,39.0,122
m,40,14,4.0,1
m,40,14,10.0,1
m,40,14,12.0,1
m,40,14,20.0,2
m,40,14,23.0,1
m,40,14,28.0,2
m,40,14,32.0,2
m,40,14,33.0,1
m,40,14,34.0,1
m,40,14,37.0,1
m,40,14,38.0,2
m,40,14,39.0,111
m,40,15,4.0,2
m,40,15,5.0,1
m,40,15,7.0,1
m,40,15,12.0,1
m,40,15,16.0,2
m,40,15,22.0,1
m,40,15,24.0,1
m,40,15,26.0,1
m,40,15,28.0,1
m,40,15,30.0,1
m,40,15,31.0,1
m,40,15,33.0,1
m,40,15,34.0,1
m,40,15,36.0,1
m,40,15,38.0,4
m,40,15,39.0,103
m,40,16,1.0,1
m,40,16,5.0,2
m,40,16,7.0,1
m,40,16,8.0,1
m,40,16,9.0,2
m,40,16,13.0,1
m,40,16,21.0,2
m,40,16,22.0,1
m,40,16,26.0,2
m,40,16,32.0,1
m,40,16,34.0,1
m,40,16,38.0,6
m,40,16,39.0,93
m,40,2,3.0,1
m,40,2,5.0,1
m,40,2,9.0,1
m,40,2,10.0,1
m,40,2,11.0,1
m,40,2,17.0,1
m,40,2,29.0,1
m,40,2,31.0,1
m,40,2,32.0,1
m,40,2,34.0,2
m,40,2,35.0,1
m,40,2,38.0,1
m,40,2,39.0,126
m,40,3,9.0,1
m,40,3,11.0,1
m,40,3,12.0,1
m,40,3,14.0,1
m,40,3,17.0,1
m,40,3,29.0,1
m,40,3,30.0,1
m,40,3,31.0,1
m,40,3,34.0,3
m,40,3,36.0,1
m,40,3,39.0,118
m,40,4,7.0,1
m,40,4,8.0,2
m,40,4,11.0,1
m,40,4,12.0,1
m,40,4,14.0,1
m,40,4,16.0,1
m,40,4,21.0,2
m,40,4,22.0,1
m,40,4,23.0,1
m,40,4,26.0,1
m,40,4,27.0,2
m,40,4,28.0,1
m,40,4,35.0,1
m,40,4,38.0,1
m,40,4,39.0,118
m,40,5,3.0,1
m,40,5,6.0,1
m,40,5,12.0,1
m,40,5,16.0,1
m,40,5,20.0,1
m,40,5,23.0,1
m,40,5,25.0,1
m,40,5,32.0,1
m,40,5,35.0,1
m,40,5,38.0,1
m,40,5,39.0,105
m,40,6,4.0,1
m,40,6,10.0,1
m,40,6,11.0,2
m,40,6,12.0,2
m,40,6,13.0,3
m,40,6,17.0,2
m,40,6,21.0,1
m,40,6,23.0,1
m,40,6,24.0,1
m,40,6,27.0,2
m,40,6,31.0,1
m,40,6,33.0,1
m,40,6,35.0,1
m,40,6,38.0,2
m,40,6,39.0,102
m,40,7,3.0,1
m,40,7,5.0,1
m,40,7,9.0,1
m,40,7,13.0,1
m,40,7,17.0,1
m,40,7,19.0,2
m,40,7,21.0,1
m,40,7,25.0,1
m,40,7,28.0,2
m,40,7,30.0,1
m,40,7,37.0,1
m,40,7,38.0,4
m,40,7,39.0,102
m,40,8,6.0,1
m,40,8,10.0,1
m,40,8,13.0,1
m,40,8,20.0,1
m,40,8,22.0,1
m,40,8,27.0,1
m,40,8,30.0,1
m,40,8,34.0,1
m,40,8,38.0,3
m,40,8,39.0,94
m,40,9,5.0,1
m,40,9,8.0,1
m,40,9,10.0,1
m,40,9,17.0,1
m,40,9,18.0,1
m,40,9,19.0,1
m,40,9,20.0,1
m,40,9,22.0,1
m,40,9,23.0,1
m,40,9,33.0,2
m,40,9,39.0,96
m,5,0,2.0,1
m,5,0,4.0,1
m,5,0,5.0,114
m,5,1,1.0,1
m,5,1,2.0,1
m,5,1,3.0,2
m,5,1,4.0,2
m,5,1,5.0,110
m,5,2,1.0,2
m,5,2,2.0,6
m,5,2,3.0,3
m,5,2,4.0,7
m,5,2,5.0,116
