type,sequence len,errors,corrects,0
m,20,4,16.0,1
m,20,4,18.0,1
m,20,4,19.0,2
m,20,4,20.0,119
m,20,5,4.0,1
m,20,5,8.0,1
m,20,5,15.0,1
m,20,5,18.0,1
m,20,5,19.0,1
m,20,5,20.0,110
m,20,6,1.0,1
m,20,6,4.0,1
m,20,6,6.0,1
m,20,6,9.0,1
m,20,6,14.0,1
m,20,6,18.0,1
m,20,6,19.0,1
m,20,6,20.0,120
m,20,7,3.0,1
m,20,7,5.0,1
m,20,7,7.0,1
m,20,7,9.0,1
m,20,7,11.0,1
m,20,7,14.0,1
m,20,7,18.0,1
m,20,7,19.0,4
m,20,7,20.0,133
m,20,8,4.0,3
m,20,8,5.0,2
m,20,8,12.0,1
m,20,8,14.0,1
m,20,8,17.0,1
m,20,8,18.0,1
m,20,8,19.0,3
m,20,8,20.0,95
m,25,0,3.0,1
m,25,0,8.0,1
m,25,0,9.0,1
m,25,0,10.0,1
m,25,0,13.0,2
m,25,0,16.0,1
m,25,0,17.0,1
m,25,0,19.0,1
m,25,0,23.0,1
m,25,0,25.0,144
m,25,1,2.0,1
m,25,1,4.0,1
m,25,1,8.0,1
m,25,1,11.0,1
m,25,1,13.0,1
m,25,1,14.0,1
m,25,1,25.0,102
m,25,10,3.0,1
m,25,10,5.0,1
m,25,10,7.0,1
m,25,10,12.0,3
m,25,10,15.0,1
m,25,10,18.0,1
m,25,10,20.0,1
m,25,10,21.0,3
m,25,10,22.0,1
m,25,10,23.0,2
m,25,10,24.0,7
m,25,10,25.0,103
m,25,2,3.0,1
m,25,2,4.0,1
m,25,2,7.0,1
m,25,2,8.0,1
m,25,2,9.0,1
m,25,2,11.0,1
m,25,2,20.0,1
m,25,2,25.0,118
m,25,3,5.0,1
m,25,3,7.0,1
m,25,3,9.0,1
m,25,3,12.0,1
m,25,3,17.0,1
m,25,3,18.0,3
m,25,3,20.0,1
m,25,3,24.0,1
m,25,3,25.0,134
m,25,4,2.0,1
m,25,4,3.0,1
m,25,4,5.0,1
m,25,4,6.0,1
m,25,4,14.0,1
m,25,4,20.0,1
m,25,4,23.0,2
m,25,4,24.0,2
m,25,4,25.0,138
m,25,5,3.0,1
m,25,5,4.0,1
m,25,5,6.0,1
m,25,5,12.0,1
m,25,5,13.0,1
m,25,5,14.0,1
m,25,5,17.0,1
m,25,5,22.0,1
m,25,5,24.0,3
m,25,5,25.0,116
m,25,6,12.0,1
m,25,6,17.0,1
m,25,6,18.0,1
m,25,6,20.0,1
m,25,6,21.0,1
m,25,6,22.0,1
m,25,6,23.0,1
m,25,6,24.0,6
m,25,6,25.0,98
m,25,7,2.0,2
m,25,7,4.0,1
m,25,7,9.0,2
m,25,7,13.0,1
m,25,7,14.0,1
m,25,7,18.0,1
m,25,7,22.0,1
m,25,7,24.0,2
m,25,7,25.0,109
m,25,8,3.0,1
m,25,8,12.0,2
m,25,8,16.0,1
m,25,8,18.0,1
m,25,8,21.0,2
m,25,8,23.0,1
m,25,8,24.0,3
m,25,8,25.0,95
m,25,9,2.0,1
m,25,9,4.0,1
m,25,9,15.0,1
m,25,9,16.0,1
m,25,9,17.0,1
m,25,9,21.0,1
m,25,9,24.0,6
m,25,9,25.0,110
m,30,0,5.0,1
m,30,0,9.0,1
m,30,0,12.0,1
m,30,0,16.0,1
m,30,0,22.0,2
m,30,0,24.0,1
m,30,0,30.0,126
m,30,1,6.0,1
m,30,1,15.0,1
m,30,1,16.0,1
m,30,1,17.0,1
m,30,1,24.0,1
m,30,1,25.0,1
m,30,1,26.0,1
m,30,1,28.0,1
m,30,1,30.0,109
m,30,10,5.0,1
m,30,10,6.0,1
m,30,10,8.0,1
m,30,10,9.0,1
m,30,10,17.0,1
m,30,10,19.0,1
m,30,10,22.0,2
m,30,10,25.0,1
m,30,10,26.0,1
m,30,10,27.0,1
m,30,10,29.0,5
m,30,10,30.0,127
m,30,11,5.0,1
m,30,11,7.0,1
m,30,11,12.0,1
m,30,11,15.0,1
m,30,11,16.0,1
m,30,11,22.0,1
m,30,11,28.0,2
m,30,11,29.0,6
m,30,11,30.0,112
m,30,12,3.0,1
m,30,12,4.0,4
m,30,12,7.0,2
m,30,12,8.0,1
m,30,12,13.0,1
m,30,12,14.0,1
m,30,12,15.0,1
m,30,12,17.0,1
m,30,12,20.0,2
m,30,12,25.0,1
m,30,12,28.0,3
m,30,12,29.0,4
m,30,12,30.0,116
m,30,2,4.0,3
m,30,2,9.0,1
m,30,2,15.0,1
m,30,2,21.0,1
m,30,2,23.0,1
m,30,2,25.0,2
m,30,2,29.0,1
m,30,2,30.0,101
m,30,3,3.0,1
m,30,3,4.0,1
m,30,3,5.0,1
m,30,3,7.0,1
m,30,3,8.0,1
m,30,3,10.0,1
m,30,3,12.0,2
m,30,3,14.0,1
m,30,3,17.0,1
m,30,3,22.0,1
m,30,3,27.0,1
m,30,3,29.0,1
m,30,3,30.0,123
m,30,4,2.0,1
m,30,4,5.0,1
m,30,4,8.0,1
m,30,4,13.0,1
m,30,4,16.0,1
m,30,4,17.0,2
m,30,4,18.0,1
m,30,4,21.0,1
m,30,4,25.0,2
m,30,4,26.0,1
m,30,4,29.0,1
m,30,4,30.0,129
m,30,5,3.0,1
m,30,5,7.0,1
m,30,5,13.0,1
m,30,5,18.0,1
m,30,5,19.0,1
m,30,5,21.0,1
m,30,5,26.0,1
m,30,5,27.0,1
m,30,5,28.0,1
m,30,5,29.0,2
m,30,5,30.0,95
m,30,6,8.0,1
m,30,6,11.0,1
m,30,6,18.0,2
m,30,6,21.0,1
m,30,6,22.0,2
m,30,6,24.0,4
m,30,6,26.0,2
m,30,6,29.0,2
m,30,6,30.0,108
m,30,7,4.0,1
m,30,7,5.0,1
m,30,7,7.0,1
m,30,7,8.0,2
m,30,7,11.0,1
m,30,7,15.0,2
m,30,7,19.0,1
m,30,7,29.0,4
m,30,7,30.0,99
m,30,8,3.0,1
m,30,8,5.0,1
m,30,8,8.0,1
m,30,8,13.0,1
m,30,8,16.0,1
m,30,8,19.0,1
m,30,8,22.0,2
m,30,8,24.0,1
m,30,8,26.0,1
m,30,8,28.0,2
m,30,8,29.0,4
m,30,8,30.0,125
m,30,9,1.0,1
m,30,9,7.0,1
m,30,9,8.0,1
m,30,9,9.0,1
m,30,9,10.0,1
m,30,9,12.0,1
m,30,9,13.0,1
m,30,9,15.0,1
m,30,9,17.0,1
m,30,9,18.0,1
m,30,9,19.0,1
m,30,9,23.0,2
m,30,9,25.0,2
m,30,9,27.0,2
m,30,9,29.0,2
m,30,9,30.0,86
m,35,0,2.0,2
m,35,0,4.0,1
m,35,0,10.0,1
m,35,0,11.0,1
m,35,0,15.0,1
m,35,0,16.0,1
m,35,0,26.0,1
m,35,0,28.0,1
m,35,0,29.0,1
m,35,0,34.0,1
m,35,0,35.0,120
m,35,1,2.0,1
m,35,1,12.0,1
m,35,1,15.0,1
m,35,1,16.0,2
m,35,1,22.0,1
m,35,1,23.0,1
m,35,1,24.0,1
m,35,1,34.0,1
m,35,1,35.0,106
m,35,10,5.0,1
m,35,10,12.0,2
m,35,10,14.0,2
m,35,10,18.0,1
m,35,10,21.0,1
m,35,10,22.0,1
m,35,10,24.0,1
m,35,10,29.0,3
m,35,10,31.0,1
m,35,10,34.0,5
m,35,10,35.0,116
m,35,11,5.0,2
m,35,11,9.0,1
m,35,11,13.0,2
m,35,11,34.0,1
m,35,11,35.0,107
m,35,12,7.0,1
m,35,12,11.0,1
m,35,12,15.0,1
m,35,12,17.0,1
m,35,12,18.0,2
m,35,12,19.0,1
m,35,12,21.0,1
m,35,12,31.0,1
m,35,12,32.0,1
m,35,12,34.0,3
m,35,12,35.0,100
m,35,13,1.0,1
m,35,13,4.0,1
m,35,13,6.0,1
m,35,13,12.0,1
m,35,13,20.0,2
m,35,13,29.0,1
m,35,13,31.0,1
m,35,13,32.0,1
m,35,13,33.0,1
m,35,13,34.0,4
m,35,13,35.0,116
m,35,14,3.0,1
m,35,14,4.0,1
m,35,14,5.0,1
m,35,14,7.0,1
m,35,14,9.0,1
m,35,14,15.0,2
m,35,14,18.0,2
m,35,14,19.0,2
m,35,14,20.0,2
m,35,14,21.0,1
m,35,14,22.0,1
m,35,14,23.0,1
m,35,14,26.0,1
m,35,14,31.0,1
m,35,14,33.0,1
m,35,14,34.0,2
m,35,14,35.0,99
m,35,2,8.0,1
m,35,2,14.0,3
m,35,2,17.0,1
m,35,2,27.0,1
m,35,2,34.0,1
m,35,2,35.0,122
m,35,3,5.0,1
m,35,3,11.0,3
m,35,3,16.0,1
m,35,3,20.0,1
m,35,3,22.0,1
m,35,3,25.0,2
m,35,3,27.0,1
m,35,3,35.0,132
m,35,4,3.0,1
m,35,4,4.0,1
m,35,4,8.0,1
m,35,4,15.0,2
m,35,4,16.0,1
m,35,4,19.0,1
m,35,4,24.0,2
m,35,4,30.0,1
m,35,4,31.0,3
m,35,4,32.0,1
m,35,4,34.0,1
m,35,4,35.0,113
m,35,5,2.0,1
m,35,5,4.0,1
m,35,5,5.0,1
m,35,5,9.0,1
m,35,5,16.0,1
m,35,5,17.0,1
m,35,5,18.0,1
m,35,5,29.0,1
m,35,5,34.0,4
m,35,5,35.0,105
m,35,6,4.0,1
m,35,6,7.0,1
m,35,6,8.0,1
m,35,6,9.0,1
m,35,6,11.0,2
m,35,6,13.0,1
m,35,6,14.0,1
m,35,6,15.0,1
m,35,6,16.0,2
m,35,6,17.0,1
m,35,6,20.0,1
m,35,6,31.0,1
m,35,6,32.0,1
m,35,6,34.0,5
m,35,6,35.0,119
m,35,7,5.0,3
m,35,7,7.0,2
m,35,7,8.0,2
m,35,7,13.0,1
m,35,7,17.0,1
m,35,7,18.0,1
m,35,7,23.0,1
m,35,7,25.0,1
m,35,7,27.0,1
m,35,7,28.0,1
m,35,7,33.0,1
m,35,7,34.0,3
m,35,7,35.0,101
m,35,8,3.0,2
m,35,8,4.0,1
m,35,8,9.0,1
m,35,8,11.0,1
m,35,8,18.0,1
m,35,8,22.0,1
m,35,8,26.0,1
m,35,8,28.0,2
m,35,8,33.0,3
m,35,8,35.0,103
m,35,9,5.0,2
m,35,9,7.0,1
m,35,9,8.0,2
m,35,9,9.0,2
m,35,9,13.0,1
m,35,9,17.0,1
m,35,9,19.0,1
m,35,9,21.0,1
m,35,9,34.0,3
m,35,9,35.0,110
m,40,0,5.0,1
m,40,0,10.0,1
m,40,0,11.0,1
m,40,0,14.0,1
m,40,0,28.0,1
m,40,0,30.0,1
m,40,0,31.0,2
m,40,0,39.0,122
m,40,1,6.0,1
m,40,1,9.0,1
m,40,1,11.0,1
m,40,1,14.0,1
m,40,1,16.0,1
m,40,1,25.0,1
m,40,1,29.0,1
m,40,1,30.0,1
m,40,1,31.0,1
m,40,1,32.0,1
m,40,1,33.0,1
m,40,1,34.0,1
m,40,1,39.0,138
m,40,10,6.0,1
m,40,10,9.0,1
m,40,10,10.0,2
m,40,10,12.0,2
m,40,10,14.0,2
m,40,10,17.0,1
m,40,10,20.0,1
m,40,10,25.0,1
m,40,10,31.0,1
m,40,10,32.0,1
m,40,10,34.0,1
m,40,10,37.0,2
m,40,10,38.0,3
m,40,10,39.0,118
m,40,11,5.0,1
m,40,11,16.0,1
m,40,11,19.0,1
m,40,11,24.0,1
m,40,11,27.0,1
m,40,11,29.0,1
m,40,11,32.0,1
m,40,11,34.0,1
m,40,11,36.0,1
m,40,11,38.0,4
m,40,11,39.0,97
m,40,12,3.0,1
m,40,12,8.0,1
m,40,12,9.0,1
m,40,12,10.0,1
m,40,12,13.0,1
m,40,12,14.0,1
m,40,12,15.0,1
m,40,12,17.0,1
m,40,12,19.0,2
m,40,12,20.0,2
m,40,12,24.0,1
m,40,12,27.0,1
m,40,12,29.0,1
m,40,12,32.0,1
m,40,12,34.0,2
m,40,12,35.0,1
m,40,12,37.0,1
m,40,12,38.0,8
m,40,12,39.0,111
m,40,13,7.0,1
m,40,13,9.0,1
m,40,13,11.0,1
m,40,13,14.0,1
m,40,13,15.0,1
m,40,13,20.0,1
m,40,13,25.0,1
m,40,13,28.0,1
m,40,13,30.0,1
m,40,13,34.0,1
m,40,13,35.0,1
m,40,13,37.0,1
m,40,13,38.0,8
m,40,13,39.0,116
m,40,14,3.0,1
m,40,14,11.0,1
m,40,14,12.0,2
m,40,14,17.0,1
m,40,14,18.0,1
m,40,14,19.0,1
m,40,14,20.0,1
m,40,14,36.0,1
m,40,14,38.0,2
m,40,14,39.0,119
m,40,15,3.0,2
m,40,15,5.0,2
m,40,15,7.0,1
m,40,15,10.0,1
m,40,15,12.0,2
m,40,15,14.0,1
m,40,15,16.0,1
m,40,15,17.0,1
m,40,15,20.0,1
m,40,15,21.0,1
m,40,15,25.0,1
m,40,15,27.0,1
m,40,15,29.0,1
m,40,15,31.0,2
m,40,15,33.0,1
m,40,15,34.0,2
m,40,15,35.0,1
m,40,15,37.0,1
m,40,15,38.0,2
m,40,15,39.0,86
m,40,16,11.0,1
m,40,16,15.0,1
m,40,16,16.0,1
m,40,16,19.0,1
m,40,16,23.0,1
m,40,16,29.0,1
m,40,16,31.0,1
m,40,16,32.0,1
m,40,16,34.0,1
m,40,16,38.0,4
m,40,16,39.0,119
m,40,2,9.0,1
m,40,2,10.0,1
m,40,2,12.0,1
m,40,2,25.0,1
m,40,2,31.0,1
m,40,2,32.0,1
m,40,2,39.0,121
m,40,3,6.0,1
m,40,3,11.0,1
m,40,3,12.0,2
m,40,3,20.0,1
m,40,3,21.0,1
m,40,3,28.0,1
m,40,3,33.0,2
m,40,3,36.0,1
m,40,3,39.0,114
m,40,4,2.0,1
m,40,4,13.0,2
m,40,4,18.0,1
m,40,4,21.0,1
m,40,4,23.0,2
m,40,4,29.0,2
m,40,4,31.0,1
m,40,4,33.0,1
m,40,4,38.0,4
m,40,4,39.0,126
m,40,5,4.0,2
m,40,5,5.0,1
m,40,5,9.0,2
m,40,5,11.0,1
m,40,5,21.0,1
m,40,5,25.0,1
m,40,5,31.0,1
m,40,5,37.0,1
m,40,5,38.0,4
m,40,5,39.0,112
m,40,6,3.0,1
m,40,6,8.0,2
m,40,6,9.0,2
m,40,6,12.0,1
m,40,6,19.0,2
m,40,6,22.0,1
m,40,6,34.0,1
m,40,6,38.0,3
m,40,6,39.0,120
m,40,7,5.0,2
m,40,7,8.0,1
m,40,7,9.0,1
m,40,7,17.0,1
m,40,7,19.0,1
m,40,7,23.0,1
m,40,7,26.0,1
m,40,7,29.0,2
m,40,7,36.0,1
m,40,7,38.0,1
m,40,7,39.0,107
m,40,8,12.0,2
m,40,8,18.0,1
m,40,8,22.0,1
m,40,8,23.0,1
m,40,8,27.0,1
m,40,8,37.0,1
m,40,8,38.0,4
m,40,8,39.0,114
m,40,9,5.0,2
m,40,9,9.0,2
m,40,9,12.0,2
m,40,9,13.0,1
m,40,9,14.0,1
m,40,9,21.0,1
m,40,9,24.0,1
m,40,9,32.0,1
m,40,9,36.0,1
m,40,9,38.0,6
m,40,9,39.0,106
m,5,0,2.0,1
m,5,0,4.0,1
m,5,0,5.0,116
m,5,1,2.0,4
m,5,1,3.0,3
m,5,1,4.0,5
m,5,1,5.0,129
m,5,2,1.0,2
m,5,2,2.0,3
m,5,2,3.0,1
m,5,2,4.0,7
m,5,2,5.0,97
