type,sequence len,errors,corrects,0
m,20,5,7.0,1
m,20,5,8.0,1
m,20,5,13.0,1
m,20,5,19.0,4
m,20,5,20.0,138
m,20,6,2.0,1
m,20,6,3.0,1
m,20,6,5.0,1
m,20,6,8.0,1
m,20,6,19.0,4
m,20,6,20.0,103
m,20,7,2.0,1
m,20,7,3.0,2
m,20,7,5.0,2
m,20,7,6.0,1
m,20,7,13.0,1
m,20,7,14.0,1
m,20,7,15.0,1
m,20,7,17.0,1
m,20,7,19.0,2
m,20,7,20.0,108
m,20,8,1.0,1
m,20,8,3.0,1
m,20,8,6.0,1
m,20,8,7.0,1
m,20,8,13.0,1
m,20,8,14.0,1
m,20,8,15.0,2
m,20,8,16.0,1
m,20,8,18.0,1
m,20,8,19.0,6
m,20,8,20.0,113
m,25,0,1.0,1
m,25,0,9.0,1
m,25,0,11.0,1
m,25,0,14.0,2
m,25,0,15.0,1
m,25,0,18.0,1
m,25,0,22.0,1
m,25,0,23.0,1
m,25,0,25.0,131
m,25,1,4.0,1
m,25,1,7.0,1
m,25,1,13.0,1
m,25,1,15.0,1
m,25,1,16.0,1
m,25,1,17.0,1
m,25,1,20.0,1
m,25,1,22.0,1
m,25,1,23.0,1
m,25,1,25.0,117
m,25,10,4.0,1
m,25,10,5.0,1
m,25,10,6.0,1
m,25,10,9.0,1
m,25,10,10.0,2
m,25,10,12.0,2
m,25,10,13.0,1
m,25,10,14.0,1
m,25,10,22.0,1
m,25,10,23.0,1
m,25,10,24.0,6
m,25,10,25.0,81
m,25,2,3.0,1
m,25,2,4.0,1
m,25,2,8.0,1
m,25,2,18.0,1
m,25,2,19.0,1
m,25,2,20.0,1
m,25,2,24.0,2
m,25,2,25.0,118
m,25,3,3.0,1
m,25,3,4.0,2
m,25,3,6.0,2
m,25,3,10.0,2
m,25,3,11.0,1
m,25,3,12.0,1
m,25,3,13.0,2
m,25,3,15.0,1
m,25,3,16.0,1
m,25,3,18.0,1
m,25,3,23.0,1
m,25,3,24.0,1
m,25,3,25.0,122
m,25,4,3.0,1
m,25,4,4.0,1
m,25,4,13.0,1
m,25,4,15.0,1
m,25,4,19.0,1
m,25,4,20.0,1
m,25,4,24.0,1
m,25,4,25.0,109
m,25,5,3.0,1
m,25,5,4.0,2
m,25,5,7.0,1
m,25,5,17.0,1
m,25,5,22.0,1
m,25,5,24.0,4
m,25,5,25.0,132
m,25,6,3.0,1
m,25,6,6.0,2
m,25,6,11.0,1
m,25,6,17.0,1
m,25,6,21.0,1
m,25,6,24.0,3
m,25,6,25.0,117
m,25,7,5.0,1
m,25,7,7.0,1
m,25,7,8.0,1
m,25,7,9.0,1
m,25,7,16.0,1
m,25,7,17.0,1
m,25,7,19.0,1
m,25,7,20.0,1
m,25,7,23.0,2
m,25,7,24.0,5
m,25,7,25.0,102
m,25,8,3.0,1
m,25,8,4.0,2
m,25,8,5.0,1
m,25,8,10.0,1
m,25,8,12.0,1
m,25,8,14.0,1
m,25,8,17.0,1
m,25,8,20.0,1
m,25,8,21.0,1
m,25,8,24.0,5
m,25,8,25.0,129
m,25,9,3.0,3
m,25,9,4.0,3
m,25,9,12.0,1
m,25,9,14.0,1
m,25,9,18.0,1
m,25,9,19.0,1
m,25,9,23.0,2
m,25,9,24.0,6
m,25,9,25.0,127
m,30,0,5.0,1
m,30,0,8.0,2
m,30,0,12.0,1
m,30,0,13.0,1
m,30,0,15.0,2
m,30,0,19.0,1
m,30,0,20.0,1
m,30,0,22.0,3
m,30,0,27.0,1
m,30,0,28.0,1
m,30,0,30.0,113
m,30,1,10.0,1
m,30,1,12.0,3
m,30,1,16.0,1
m,30,1,24.0,1
m,30,1,26.0,1
m,30,1,29.0,1
m,30,1,30.0,106
m,30,10,3.0,1
m,30,10,7.0,1
m,30,10,11.0,1
m,30,10,12.0,1
m,30,10,13.0,1
m,30,10,14.0,1
m,30,10,15.0,1
m,30,10,17.0,1
m,30,10,18.0,2
m,30,10,19.0,2
m,30,10,21.0,1
m,30,10,27.0,1
m,30,10,28.0,1
m,30,10,29.0,4
m,30,10,30.0,111
m,30,11,3.0,1
m,30,11,5.0,1
m,30,11,9.0,3
m,30,11,13.0,1
m,30,11,14.0,2
m,30,11,16.0,1
m,30,11,17.0,3
m,30,11,24.0,1
m,30,11,29.0,2
m,30,11,30.0,120
m,30,12,2.0,1
m,30,12,4.0,1
m,30,12,5.0,1
m,30,12,7.0,1
m,30,12,12.0,1
m,30,12,14.0,2
m,30,12,18.0,1
m,30,12,19.0,1
m,30,12,20.0,1
m,30,12,23.0,1
m,30,12,24.0,1
m,30,12,27.0,2
m,30,12,28.0,4
m,30,12,29.0,4
m,30,12,30.0,99
m,30,2,3.0,1
m,30,2,4.0,1
m,30,2,5.0,1
m,30,2,11.0,1
m,30,2,13.0,1
m,30,2,14.0,1
m,30,2,15.0,1
m,30,2,17.0,1
m,30,2,18.0,1
m,30,2,19.0,1
m,30,2,20.0,1
m,30,2,21.0,1
m,30,2,22.0,1
m,30,2,25.0,1
m,30,2,27.0,1
m,30,2,28.0,1
m,30,2,29.0,3
m,30,2,30.0,117
m,30,3,5.0,1
m,30,3,8.0,1
m,30,3,13.0,2
m,30,3,15.0,2
m,30,3,16.0,1
m,30,3,27.0,1
m,30,3,28.0,1
m,30,3,29.0,1
m,30,3,30.0,106
m,30,4,3.0,1
m,30,4,8.0,2
m,30,4,12.0,1
m,30,4,13.0,1
m,30,4,18.0,1
m,30,4,26.0,1
m,30,4,29.0,4
m,30,4,30.0,113
m,30,5,8.0,1
m,30,5,11.0,2
m,30,5,14.0,1
m,30,5,15.0,1
m,30,5,17.0,1
m,30,5,18.0,1
m,30,5,19.0,1
m,30,5,21.0,1
m,30,5,26.0,1
m,30,5,29.0,3
m,30,5,30.0,117
m,30,6,1.0,1
m,30,6,4.0,2
m,30,6,8.0,1
m,30,6,13.0,2
m,30,6,17.0,2
m,30,6,18.0,1
m,30,6,21.0,3
m,30,6,27.0,1
m,30,6,28.0,3
m,30,6,29.0,3
m,30,6,30.0,107
m,30,7,6.0,2
m,30,7,12.0,2
m,30,7,14.0,1
m,30,7,19.0,1
m,30,7,25.0,1
m,30,7,27.0,1
m,30,7,28.0,1
m,30,7,29.0,1
m,30,7,30.0,120
m,30,8,3.0,1
m,30,8,4.0,1
m,30,8,10.0,1
m,30,8,16.0,1
m,30,8,17.0,1
m,30,8,18.0,1
m,30,8,19.0,1
m,30,8,21.0,1
m,30,8,22.0,1
m,30,8,25.0,1
m,30,8,27.0,1
m,30,8,29.0,4
m,30,8,30.0,99
m,30,9,9.0,1
m,30,9,12.0,1
m,30,9,13.0,1
m,30,9,14.0,1
m,30,9,15.0,1
m,30,9,25.0,1
m,30,9,26.0,1
m,30,9,28.0,1
m,30,9,29.0,5
m,30,9,30.0,95
m,35,0,4.0,1
m,35,0,9.0,3
m,35,0,11.0,3
m,35,0,12.0,2
m,35,0,14.0,1
m,35,0,16.0,2
m,35,0,19.0,1
m,35,0,22.0,1
m,35,0,27.0,1
m,35,0,32.0,2
m,35,0,35.0,115
m,35,1,8.0,1
m,35,1,9.0,1
m,35,1,31.0,1
m,35,1,35.0,115
m,35,10,2.0,1
m,35,10,10.0,1
m,35,10,19.0,1
m,35,10,20.0,1
m,35,10,21.0,2
m,35,10,22.0,1
m,35,10,23.0,1
m,35,10,26.0,1
m,35,10,28.0,1
m,35,10,34.0,6
m,35,10,35.0,90
m,35,11,4.0,2
m,35,11,5.0,1
m,35,11,6.0,1
m,35,11,7.0,1
m,35,11,10.0,1
m,35,11,12.0,1
m,35,11,13.0,1
m,35,11,14.0,1
m,35,11,20.0,1
m,35,11,24.0,1
m,35,11,29.0,1
m,35,11,30.0,1
m,35,11,32.0,1
m,35,11,33.0,1
m,35,11,34.0,4
m,35,11,35.0,108
m,35,12,5.0,1
m,35,12,9.0,1
m,35,12,10.0,1
m,35,12,12.0,1
m,35,12,14.0,1
m,35,12,15.0,1
m,35,12,18.0,2
m,35,12,27.0,1
m,35,12,32.0,1
m,35,12,34.0,5
m,35,12,35.0,110
m,35,13,4.0,1
m,35,13,5.0,1
m,35,13,11.0,1
m,35,13,13.0,1
m,35,13,15.0,1
m,35,13,19.0,2
m,35,13,24.0,3
m,35,13,27.0,1
m,35,13,29.0,1
m,35,13,30.0,2
m,35,13,32.0,1
m,35,13,34.0,5
m,35,13,35.0,101
m,35,14,4.0,5
m,35,14,10.0,1
m,35,14,18.0,1
m,35,14,19.0,1
m,35,14,24.0,1
m,35,14,29.0,1
m,35,14,34.0,2
m,35,14,35.0,124
m,35,2,2.0,1
m,35,2,5.0,1
m,35,2,6.0,1
m,35,2,9.0,2
m,35,2,10.0,1
m,35,2,11.0,1
m,35,2,19.0,1
m,35,2,22.0,1
m,35,2,23.0,1
m,35,2,29.0,1
m,35,2,35.0,117
m,35,3,4.0,2
m,35,3,9.0,1
m,35,3,12.0,1
m,35,3,13.0,1
m,35,3,14.0,1
m,35,3,20.0,2
m,35,3,24.0,1
m,35,3,26.0,1
m,35,3,28.0,1
m,35,3,29.0,1
m,35,3,30.0,1
m,35,3,31.0,1
m,35,3,33.0,1
m,35,3,34.0,1
m,35,3,35.0,128
m,35,4,8.0,1
m,35,4,13.0,1
m,35,4,14.0,1
m,35,4,16.0,1
m,35,4,34.0,3
m,35,4,35.0,94
m,35,5,2.0,1
m,35,5,10.0,1
m,35,5,18.0,1
m,35,5,19.0,1
m,35,5,21.0,1
m,35,5,22.0,1
m,35,5,24.0,1
m,35,5,30.0,1
m,35,5,33.0,1
m,35,5,35.0,106
m,35,6,4.0,1
m,35,6,10.0,1
m,35,6,12.0,1
m,35,6,17.0,1
m,35,6,18.0,1
m,35,6,22.0,1
m,35,6,23.0,1
m,35,6,24.0,1
m,35,6,30.0,1
m,35,6,31.0,2
m,35,6,34.0,2
m,35,6,35.0,105
m,35,7,9.0,1
m,35,7,10.0,1
m,35,7,11.0,1
m,35,7,16.0,1
m,35,7,17.0,1
m,35,7,21.0,1
m,35,7,27.0,1
m,35,7,30.0,1
m,35,7,31.0,1
m,35,7,32.0,1
m,35,7,34.0,1
m,35,7,35.0,103
m,35,8,2.0,1
m,35,8,4.0,1
m,35,8,8.0,2
m,35,8,9.0,1
m,35,8,11.0,1
m,35,8,15.0,2
m,35,8,18.0,1
m,35,8,30.0,1
m,35,8,33.0,2
m,35,8,34.0,3
m,35,8,35.0,111
m,35,9,4.0,1
m,35,9,6.0,1
m,35,9,8.0,1
m,35,9,9.0,2
m,35,9,10.0,1
m,35,9,14.0,1
m,35,9,16.0,1
m,35,9,22.0,1
m,35,9,24.0,1
m,35,9,26.0,1
m,35,9,28.0,1
m,35,9,34.0,4
m,35,9,35.0,103
m,40,0,3.0,1
m,40,0,4.0,1
m,40,0,8.0,1
m,40,0,18.0,1
m,40,0,21.0,1
m,40,0,24.0,1
m,40,0,26.0,1
m,40,0,31.0,1
m,40,0,34.0,1
m,40,0,39.0,117
m,40,1,4.0,1
m,40,1,10.0,1
m,40,1,13.0,1
m,40,1,17.0,2
m,40,1,22.0,1
m,40,1,23.0,1
m,40,1,30.0,1
m,40,1,31.0,1
m,40,1,34.0,1
m,40,1,36.0,1
m,40,1,38.0,1
m,40,1,39.0,114
m,40,10,4.0,1
m,40,10,8.0,1
m,40,10,13.0,1
m,40,10,16.0,1
m,40,10,27.0,2
m,40,10,32.0,1
m,40,10,34.0,1
m,40,10,37.0,1
m,40,10,38.0,2
m,40,10,39.0,103
m,40,11,8.0,1
m,40,11,9.0,1
m,40,11,10.0,1
m,40,11,11.0,1
m,40,11,19.0,1
m,40,11,21.0,1
m,40,11,22.0,1
m,40,11,27.0,1
m,40,11,32.0,1
m,40,11,36.0,1
m,40,11,37.0,1
m,40,11,38.0,1
m,40,11,39.0,115
m,40,12,5.0,1
m,40,12,11.0,1
m,40,12,15.0,3
m,40,12,18.0,1
m,40,12,19.0,1
m,40,12,20.0,1
m,40,12,33.0,2
m,40,12,35.0,2
m,40,12,38.0,1
m,40,12,39.0,114
m,40,13,3.0,2
m,40,13,7.0,1
m,40,13,10.0,1
m,40,13,12.0,1
m,40,13,13.0,1
m,40,13,14.0,1
m,40,13,17.0,1
m,40,13,19.0,1
m,40,13,21.0,1
m,40,13,26.0,2
m,40,13,27.0,1
m,40,13,28.0,1
m,40,13,30.0,1
m,40,13,33.0,1
m,40,13,38.0,2
m,40,13,39.0,109
m,40,14,3.0,2
m,40,14,5.0,2
m,40,14,8.0,1
m,40,14,10.0,1
m,40,14,19.0,1
m,40,14,27.0,3
m,40,14,30.0,1
m,40,14,33.0,1
m,40,14,37.0,1
m,40,14,38.0,6
m,40,14,39.0,95
m,40,15,5.0,2
m,40,15,6.0,1
m,40,15,8.0,1
m,40,15,9.0,1
m,40,15,15.0,1
m,40,15,16.0,1
m,40,15,21.0,1
m,40,15,23.0,1
m,40,15,24.0,1
m,40,15,25.0,1
m,40,15,26.0,1
m,40,15,28.0,1
m,40,15,29.0,2
m,40,15,33.0,1
m,40,15,35.0,1
m,40,15,36.0,3
m,40,15,38.0,6
m,40,15,39.0,110
m,40,16,3.0,1
m,40,16,5.0,1
m,40,16,10.0,2
m,40,16,19.0,1
m,40,16,22.0,1
m,40,16,26.0,1
m,40,16,31.0,2
m,40,16,33.0,1
m,40,16,34.0,3
m,40,16,38.0,11
m,40,16,39.0,109
m,40,2,5.0,2
m,40,2,11.0,1
m,40,2,26.0,1
m,40,2,27.0,1
m,40,2,30.0,2
m,40,2,32.0,2
m,40,2,34.0,2
m,40,2,35.0,1
m,40,2,36.0,1
m,40,2,37.0,1
m,40,2,38.0,1
m,40,2,39.0,113
m,40,3,9.0,1
m,40,3,12.0,1
m,40,3,19.0,1
m,40,3,27.0,1
m,40,3,29.0,1
m,40,3,30.0,1
m,40,3,31.0,1
m,40,3,38.0,1
m,40,3,39.0,100
m,40,4,8.0,2
m,40,4,10.0,1
m,40,4,13.0,1
m,40,4,17.0,1
m,40,4,18.0,1
m,40,4,25.0,1
m,40,4,30.0,1
m,40,4,31.0,1
m,40,4,39.0,103
m,40,5,5.0,1
m,40,5,8.0,1
m,40,5,22.0,1
m,40,5,35.0,2
m,40,5,36.0,1
m,40,5,38.0,2
m,40,5,39.0,99
m,40,6,11.0,3
m,40,6,20.0,1
m,40,6,24.0,1
m,40,6,25.0,1
m,40,6,28.0,1
m,40,6,34.0,1
m,40,6,37.0,1
m,40,6,38.0,4
m,40,6,39.0,116
m,40,7,13.0,1
m,40,7,24.0,2
m,40,7,25.0,1
m,40,7,26.0,2
m,40,7,32.0,1
m,40,7,38.0,6
m,40,7,39.0,110
m,40,8,3.0,1
m,40,8,5.0,1
m,40,8,6.0,1
m,40,8,8.0,1
m,40,8,15.0,1
m,40,8,23.0,2
m,40,8,29.0,1
m,40,8,31.0,2
m,40,8,32.0,1
m,40,8,38.0,3
m,40,8,39.0,95
m,40,9,4.0,1
m,40,9,5.0,2
m,40,9,7.0,1
m,40,9,9.0,1
m,40,9,14.0,1
m,40,9,17.0,2
m,40,9,22.0,1
m,40,9,25.0,1
m,40,9,35.0,1
m,40,9,38.0,3
m,40,9,39.0,98
m,5,0,2.0,2
m,5,0,3.0,1
m,5,0,5.0,136
m,5,1,4.0,3
m,5,1,5.0,124
m,5,2,1.0,2
m,5,2,2.0,7
m,5,2,3.0,5
m,5,2,4.0,2
m,5,2,5.0,126
